Brand_Reg,Model_No
Kogan,KGNFHD32HVAA
Kogan,KGN1080PPRO22VAA
Kogan,KGN1080PPRO22VBA
Kogan,KGN1080PPRO22VCA
Kogan,KGN1080PPRO22VDA
Kogan,KGN1080P47VAA
Kogan,KGN1080P47VBA
Kogan,KGN1080P42VAA
Kogan,KGN1080P42VBA
Kogan,KGN1080P42VCA
Kogan,KGN1080P42VDA
OiTV,47LC120
CONIA,CL3201HDR
RANKARENA,LC-16G78
RANKARENA,LC-22G62
SENZU,3200SL-A101
OHKI,42LED/120HZ SLEEK
VOXSON,VLCD32CP
VOXSON,VLCD55CP
CONIA,CL4001FHDR
Kogan,KGNPRO16VAA
Kogan,KGNPRO16VBA
Kogan,KGNPRO16VCA
Kogan,KGNPRO16VDA
CONIA,CE2201FHDR
CONIA,CL4201FHDR
BAUHN,MD21067 AUS-A
RANKARENA,LC-22G62U
VOXSON,VLCD32XTD
VOXSON,VLCD26XTD
VOXSON,VLCD185XTD
VOXSON,VLCD32CTX
Kogan,KGNFHDLED26VAA
Kogan,KGNFHDLED26VBA
Kogan,KGNFHDLED26VCA
Kogan,KGNFHDLED26VDA
OiTV,55LC120
OiTV,37LC120
CONIA,CE1901HDR
CONIA,CL3201HDVDR
Kogan,KGNFHD42HVAA
kinezo,KNZ22FHDLEDDVD
kinezo,KNZ19HDLEDDVD
CONIA,CE2401FHDVDR
CONIA,CE2201FHDVDR
CONIA,CE2201HDVDR
kinezo,KNZ22FHDLED
kinezo,KNZ19HDLED
Kogan,KGNPRO26VAA
Kogan,KGNPRO26VBA
Kogan,KGNPRO26VCA
Kogan,KGNPRO26VDA
Kogan,KGNPRO19VAA
Kogan,KGNPRO19VBA
Kogan,KGNPRO19VCA
Kogan,KGNPRO19VDA
Kogan,KGN1080PBD32VAA
Kogan,KGN1080PBD32VBA
Kogan,KGN1080PBD32VCA
Kogan,KGN1080PBD32VDA
Kogan,KGN1080P46VAA
Kogan,KGN1080P46VBA
Kogan,KGN1080P46VCA
Kogan,KGN1080P46VDA
Kogan,KGN1080P40VAA
Kogan,KGN1080P40VBA
Kogan,KGN1080P40VCA
Kogan,KGN1080P40VDA
Kogan,KGN1080P32VAA
Kogan,KGN1080P32VBA
Kogan,KGN1080P32VCA
Kogan,KGN1080P32VDA
Ekin,EK-LCF32A
Ekin,EK-LEH22A
CHANGHONG,LED1907B
CHANGHONG,LED1907BA
CHANGHONG,LED1907BC
CHANGHONG,LED1907BD
TEAC,LE2478FHD
TEAC,LE1978HD
SONIQ,E32Z10B-AU
VOXSON,VPDP50-3D
AWA,MSDV1911-O3-D0P
VOXSON,VLED55
Kogan,KGN1080PPRO32VAA
Kogan,KGN1080PPRO32VBA
Kogan,KGN1080PPRO32VCA
Kogan,KGN1080PPRO32VDA
VOXSON,VLCD40CP
Kogan,KGNFHDLED22VBA
Kogan,KGNFHDLED22VCA
Kogan,KGNFHDLED22VDA
Kogan,KGNFHDLED24VBA
Kogan,KGNFHDLED24VCA
Kogan,KGNFHDLED24VDA
VOXSON,VLCD32CT
VOXSON,VLED24D
VOXSON,VLCD32XTP
VOXSON,VLCD32XT
VOXSON,VLCD32XPD
VOXSON,VLCD22XPD
VOXSON,VLED22
VOXSON,VLED19
TCL,L32D20ES
TCL,L32D20EB
TCL,L55P11FZE
TCL,L19A11E
GVA,G22FHDLCD1
VIVO,LTV40FHD
VIVO,LTV32HD
TOSHIBA,55XL700A
RANK ARENA,SV-32H1FHD1
TCL,L40P11FZE
TCL,L19P11E
BAUHN,AS-47FHD1
Palsonic,TFTV3842DTR
Palsonic,PDP4212HD
Palsonic,TFTV321HL
NEONIQ,LCD32H3
Sony,KDL-40NX710
Sony,KDL-46HX750
Sony,KDL-40HX750
Sony,KDL-26EX550
Sony,KDL-40BX450
Sony,KDL-32BX350
Palsonic,TFTV4000FHD
SANYO,LCD-22XR9DA(B)
SAMSUNG ELECTRONICS,PS43D450A2M
GVA,G22FHDLCDD1
Sony,KDL-46EX520
HITACHI,L50EC05AU
GVA,GVA26FLEDC
SANYO,LCD-19XR9DA(C)
GVA,GVALC22A62
GVA,GVA22A62
BAUHN,AT-24FHDC1
NEONIQ,TCM4201FHD
Panasonic,TH-L32D20A
KOGAN,KGNFHDLED55VAA
TOSHIBA,42SL800A
TOSHIBA,42SL800AZ
LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408B48
LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408L48
LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408U48
GVA,GVA32S16
AWA,MSDV3211-O3
Tecovision,LED24FNLD
Tecovision,LED24FNLDM1
AOC,T2442e
AOC,240LM00007
AWA,LC-16G78P
Telefunken,TL19H1
Palsonic,TFTV602LED
OKANO,LTV3201C
SENZU,4200SL-D111
GVA,G50HDPL1
NEONIQ,LCH3292D
NEONIQ,TCM42FHD
NEONIQ,LCD26H3
BAUHN,AS-32FZ1
LOEWE,Connect ID 32 DR+ 51462_44
LOEWE,ART 46 3D DR+ 51414_47
AKAI,AK22FLEDC
AKAI,AK24FLED
Panasonic,TH-L42ET60A
GVA,GVA22FLEDC
Palsonic,TFTV8155DT
Palsonic,TFTV325FL
BAUHN,AS-47FHZ1
GVA,GVA19A58
TOSHIBA,22SL700A
Palsonic,TFTV826HD
Sony,KDL-26EX420
VIVO,PTV50HDA
SAMSUNG ELECTRONICS,T27A950
Palsonic,TFTV5545LEDR
Sony,KDL-46HX820
TOSHIBA,47VL800A
TOSHIBA,47VL800AZ
TCL,L42E5300F
Palsonic,TFTV664R
TOSHIBA,32HL800A
TOSHIBA,32HL800AZ
GVA,GVA32FHDC
TCL,L22A11E
TOSHIBA,32SL700A
sunview,SK26AHD
SAMSUNG ELECTRONICS,UA46D5500RM
VIVO,LTV19HD
TOSHIBA,26SL700A
TOSHIBA,42HL800A
TOSHIBA,42HL800AZ
GVA,GVA19A58C
Sony,KDL-55EX720
Sony,KDL-32EX520
TCL,L19E77HD
NEONIQ,ELTL22EXFHDD 
Sony,KDL-40NX720
BUSH,IDLED3201
Sony,KDL-32CX520
SAMSUNG ELECTRONICS,PS51D491A4M
SONIQ,E22Z11A-AU
Bang & Olufsen,BeoVision 10-32
SENZU,3200SL-A105
GVA,GVA32E61
VIVO,LEDTV42FHD
TCL,L46E5200F
Palsonic,TFTV382HDR
OKANO,LTV3203F
Palsonic,PDP5012HD
Palsonic,TFTV320HL
Sony,KDL-46NX720
SONIQ,E23Z11B-AU
SAMSUNG ELECTRONICS,UA40D6400UN
SAMSUNG ELECTRONICS,UA46D6000SN
VIVID,AT-32HDC1
SONIQ,L42D11A-AU
GVA,GVA32FLED
GVA,GVA22FLED
VIVID,AT-40FHD1
Bang & Olufsen,BeoVision 7 - 55
HITACHI,LE42EC04AUD
GVA,GVA22FLEDCA
Medion,MD30614 AUS-A
WINTAL,19LED12HD
VIVO,LTV32DFHD
VIVO,LTV15DHD
VIVO,LEDTV46FHD
VIVO,LEDTV15HD
VIVO,LTV42FHD
Viano,LTV32HD
VIVO,LEDTV32DHD
NUOVO,NUO19DHD
VIVO,LTV55FHD
NUOVO,NUO43HDPTV
VIVO,LEDTV42FHD
VIVO,LTV26HD
VIVO,LTV24DFHD
VIVO,LEDTV22FHD
VIVO,LTV26FHD
VIVO,LTV32DHD
VIVO,LTV19DHD
VIVO,LTV37HD
VIVO,PTV43HD
vivid,TVLED15
VIVO,LTV22DFHD
TCL,L46E5390FE
Blaupunkt,BP2914HD
SANYO,LCD-50XR12F
SANYO,LCD-32XR12F
SANYO,LCD-24XR12F
SANYO,LCD-39XZ12F
SANYO,LCD-22XR11F
SANYO,LCD-46XR11F(B)
SAMSUNG ELECTRONICS,LA60C650L1F
SAMSUNG ELECTRONICS,LA52C530F1F
SAMSUNG ELECTRONICS,UA60C6900VF
Panasonic,TH-L32C30A
Panasonic,TH-P42GT20A
Sony,KDL-65HX925
Sony,KDL-32BX320
Panasonic,TH-P65S20A
SONIQ,L42V12A-AU
SONIQ,E23Z12A-AU
SONIQ,E48S12A-AU
SONIQ,E32S12A-AU
SUMO,SV-D01-460
Sony,KDL-22BX320
Panasonic,TH-L42E30A
Panasonic,TH-42PF30W
Panasonic,TH-L32E30A
Panasonic,TH-P65VT30A
Panasonic,TH-65PF50W
Panasonic,TH-L39EM5A
Panasonic,TH-L32E5AW
Panasonic,TH-L32DT30A
Panasonic,TH-L47ET5A
AWA,MSDV2645-O3
Panasonic,TH-P65ST30A
Panasonic,TH-85PF12W
Panasonic,TH-P58S20A
Panasonic,TH-L22X25A
Panasonic,TH-P65VT20A
Sony,KDL-40EX720
Sony,KDL-40CX520
Sony,KDL-60NX810
Sony,KDL-40EX520
Sony,KDL-46NX710
DAIJITSU,LCD42HWA
DAIJITSU,LCD42HWB
Sony,KDL-55HX925
Sony,KDL-46EX720
Sony,KDL-55HX750
Sony,KDL-46HX850
Sony,KDL-32EX550
Sony,KDL-32EX720
VIALI,V32FLEDCP
GVA,GVA26LEDCP
SAMSUNG ELECTRONICS,UA55C6900VF
SAMSUNG ELECTRONICS,UA46D8000YV
SAMSUNG ELECTRONICS,UA40D6000SN
SAMSUNG ELECTRONICS,UA40D6600WN
SAMSUNG ELECTRONICS,UA46D6003SM
SAMSUNG ELECTRONICS,PS51D451A3M
SAMSUNG ELECTRONICS,UA60D8000YV
SAMSUNG ELECTRONICS,UA60D6600VM
SAMSUNG ELECTRONICS,UA55D8000YV
SAMSUNG ELECTRONICS,UA32D4000NM
SAMSUNG ELECTRONICS,PS50C490B3D
SAMSUNG ELECTRONICS,PS51D490A1M
SAMSUNG ELECTRONICS,UA40D5030PM
SAMSUNG ELECTRONICS,LA26D450G1M
SAMSUNG ELECTRONICS,PS43D491A4M
SAMSUNG ELECTRONICS,UA65C8000XF
SAMSUNG ELECTRONICS,PS43D451A3M
SAMSUNG ELECTRONICS,PS51D8000FN
GRUNDIG,GLED1907HDB
SAMSUNG ELECTRONICS,PS59D8000FN
SAMSUNG ELECTRONICS,PS59D550C1N
SAMSUNG ELECTRONICS,HG40AA690NW
SAMSUNG ELECTRONICS,UA46ES6900M
SAMSUNG ELECTRONICS,UA32EH6030M
SAMSUNG ELECTRONICS,T27B550AA
SAMSUNG ELECTRONICS,HG55AA790MW
SAMSUNG ELECTRONICS,HG46AA690NW
SAMSUNG ELECTRONICS,UA55ES6600M
SAMSUNG ELECTRONICS,UA46ES6800M
SAMSUNG ELECTRONICS,PS64E550D1M
SAMSUNG ELECTRONICS,PS64E8000GM
SAMSUNG ELECTRONICS,UA46EH5306M
SAMSUNG ELECTRONICS,UA46ES6200M
SAMSUNG ELECTRONICS,UA46EH5006M
SAMSUNG ELECTRONICS,UA32EH4000M 
SAMSUNG ELECTRONICS,PS64D550C1N
SAMSUNG ELECTRONICS,PS64D8000FN
GVA,G22FHDLED2
GRUNDIG,GLED2407HDCW
GRUNDIG,GLED2407HDC
GRUNDIG,GLED2407HDB
GVA,GVA32FLEDCP
BUSH,IDLED2202DVD
BUSH,IDLED2201
TEAC,LEDV24U83FHD
AWA,LE-24G90
NEONIQ,ELH185A0WF3DF
AKAI,AK39LCD
TOSHIBA,46XV700A
BUSH,IDLED2402DVD
BUSH,IDLED2401
AWA,LE-32G90G
tecovision,LED42FNE1
tecovision,ELE-42011
tecovision,ELK-42099
SONIQ,E46Z10A
BUSH,IDLED1901
Panasonic,TH-42PF50W
AWA,MSDV2611-O3
TEAC,LCD3265HD
AWA,MHDV3211-O3
tecovision,LED32HNE1
tecovision,ELE-32011
tecovision,ELK-32099
Sony,KDL-55EX630
TEAC,LE4618FHD
GRUNDIG,GLED2207HDC
GRUNDIG,GLED2207HDB
SONIQ,E16Z11A-AU
tecovision,LED24FNE1
tecovision,ELE-23611
tecovision,ELK-23699
SONIQ,E26Z11A-AU
SONIQ,QSL322TV11
SENZU,3201SL-C101
SONIQ,QSL322TV13-AU
SONIQ,L32V11A-AU
OKANO,LTV3202
SONIQ,E19Z11A-AU
SONIQ,E42Z10B-AU
SENZU,5000SP-X101
tecovision,LED22FNE1
tecovision,ELE-21511
tecovision,ELK-21599
tecovision,LED19HNE1
tecovision,ELE-18511
tecovision,ELK-18599
AWA,MHDV4601-O3
Dick Smith,GE6802
Dick Smith,ge6807
GRUNDIG,G24FLED
TOSHIBA,55WL700A
AWA,MHDV3245-O3
BUSH,IDLCD3204HDB
AWA,MSDV1911-O3-D0
TOSHIBA,32DV700A
sunview,SA22AFEHDP
AWA,MHDV2211-O3-D0
GRUNDIG,G26LCDV
BOIGLE,PDP4221
BUSH,IDLED2601
BUSH,IDLCD1904HDB
GRUNDIG,G32LCDV
GRUNDIG,G32LCD
TOSHIBA,46WL700A
VISION,VS22LEDDVDP2
TOSHIBA,26EL800A
TOSHIBA,26EL800AZ
TOSHIBA,55WL800A
TOSHIBA,55WL800AZ
TOSHIBA,46SL800A
TOSHIBA,46SL800AZ
TOSHIBA,32SL800A
TOSHIBA,32SL800AZ
TOSHIBA,40LV800A
TOSHIBA,40LV800AZ
GVA,G19HDLED1
NUOVO,NUO39FHDTV
AKAI,AK22FLEDC
Palsonic,TFTV326FHD
Palsonic,TFTV475LED
GVA,G32FHDLCD1
GVA,G19HDLCDD1
Telefunken,TP32C8
NEONIQ,ELYS4215
Philips,22PFL3409
NEONIQ,LCF3292
NEONIQ,LED2401
Teco,TA22NAPR
Teco,TA26NBLR
Teco,TA26NBLRM
TCL,L42E9ADF
ENGLAON,LED22M10
ENGLAON,LED22M20
ENGLAON,LED22M30
ENGLAON,LED22M50
ENGLAON,LED22M60
ENGLAON,LED22X10
ENGLAON,LED22X20
ENGLAON,LED22X30
ENGLAON,LED22X50
ENGLAON,LED22X60
ENGLAON,LED19M10
ENGLAON,LED19M20
ENGLAON,LED19M30
ENGLAON,LED19M50
ENGLAON,LED19M60
ENGLAON,LED19X10
ENGLAON,LED19X20
ENGLAON,LED19X30
ENGLAON,LED19X50
ENGLAON,LED19X60
TCL,L42V6300F3DE-2
TCL,L46V7300F3DE
TCL,L39E5000F3DE
TEAC,DLE3290HD
TCL,L40M11FHD
NUTEC,NUE2163
TCL,L32M11HD
TCL,L32P11FZE
TCL,L19A10HD
Telefunken,TEL50HDPL1
NEONIQ,LCD3888HD
SONIQ,L42V11A-AU
NEONIQ,TL185F2
PRIMA,LED3212FHDDVD
SONIQ,L32V11C-AU
NEONIQ,TL1601
PRIMA,LED3211DVD
TEAC,LE4210FHD3D
TEAC,LE40UBFHD
TEAC,LEDV26U83HDR
TOSHIBA,40RL900A*
TEAC,LCDV2656HDR
PHILIPS,40HFL5573D/10
PHILIPS,32HFL5573D/10
TEAC,LCD4282FHDR
TEAC,LE23A85FHD
TOSHIBA,23HL900A*
TCL,L24D3270
TCL,L50E5000F3DE
TCL,L55V6300Z3DE-2
TCL,L19D3260
PALSONIC,TFTV5560M / TFTV5560MW
SENZU,4600SE-X101
LOEWE,Loewe Modus 32 FULL HD+ 100 69403A75
LOEWE,Loewe Modus 32 FULL HD+ 100 69403D75
LOEWE,Loewe INDIVIDUAL 40 SELECTION LED 200 DR + 69418B47
LOEWE,Loewe INDIVIDUAL 40 SELECTION LED 200 DR + 69418L47
LOEWE,Loewe INDIVIDUAL 40 SELECTION LED 200 DR + 69418U47
LOEWE,Loewe INDIVIDUAL 55 COMPOSE LED 400 DR+ 69410B48
LOEWE,Loewe INDIVIDUAL 55 COMPOSE LED 400 DR+ 69410L48
LOEWE,Loewe INDIVIDUAL 55 COMPOSE LED 400 DR+ 69410U48
LOEWE,Loewe INDIVIDUAL 46 SELECTION LED 200 69419B80
LOEWE,Loewe INDIVIDUAL 46 SELECTION LED 200 69419L80
LOEWE,Loewe INDIVIDUAL 46 SELECTION LED 200 69419U80
LOEWE,Loewe INDIVIDUAL 46 COMPOSE LED 400 DR + 69409B48
LOEWE,Loewe INDIVIDUAL 46 COMPOSE LED 400 DR + 69409L48
LOEWE,Loewe INDIVIDUAL 46 COMPOSE LED 400 DR + 69409U48
LOEWE,INDIVIDUAL 40 SELECTION FHD 100 DR+ 67442B39
LOEWE,INDIVIDUAL 40 SELECTION FHD 100 DR+ 67442U39
LOEWE,INDIVIDUAL 40 SELECTION FHD 100 DR+ 67442N39
LOEWE,Loewe ART 37 SL FHD+ 100 DR+  68423T39
LOEWE,Loewe ART 37 SL FHD+ 100 DR+ 68423U39
LOEWE,Loewe ART 37 SL FHD+ 100 DR+ 68423W39
SAMSUNG ELECTRONICS, HG26AA470PW
BAUHN,MD21067 AUS-A
LOEWE,Loewe  Connect Media 32 FHD100 68417T76
LOEWE,Loewe  Connect Media 32 FHD100 68417U76
LOEWE,Loewe  Connect Media 32 FHD100 68417W76
SANYO,LED-19XZ11
LOEWE,ART 40 3D 51413_80
LOEWE,Individual 32 Media 3D DR+ 51425B47
LOEWE,Individual 32 Media 3D DR+ 51425L47
LOEWE,Individual 32 Media 3D DR+ 51425U47
LOEWE,Connect 40 MEDIA 3D DR+ 50409T42
LOEWE,Connect 40 MEDIA 3D DR+ 50409U42
LOEWE,Connect 40 MEDIA 3D DR+ 50409W42
LOEWE,Connect 32 3D DR+ 51408T42
LOEWE,Connect 32 3D DR+ 51408U42
LOEWE,Connect 32 3D DR+ 51408W2
LOEWE,CONNECT 40 LED 200 50404T82
LOEWE,CONNECT 40 LED 200 50404U82
LOEWE,CONNECT 40 LED 200 50404W82
LOEWE,Individual 46 Compose 3D DR+ 50431B48
LOEWE,Individual 46 Compose 3D DR+ 50431L48
LOEWE,Individual 46 Compose 3D DR+ 50431U48
LOEWE,Individual 40 Compose 3D DR+ 50430B48
LOEWE,Individual 40 Compose 3D DR+ 50430U48
